hole_id,from,to,Au_ppm,Ag_ppm,Cu_pct,Pb_pct,Zn_pct,As_ppm,Al_pct,Fe_pct,Mg_pct,Ca_pct,Na_pct,K_pct,Ti_pct
OR-26-03,156.0,158.0,0.023,0.09,0.016,0.001,0.013,2.5,8.65,10.0,7.87,8.71,1.99,0.8,1.25
OR-26-03,158.0,160.0,0.011,0.06,0.012,0.002,0.014,1.7,8.13,9.54,5.72,7.9,1.81,0.33,1.36
OR-26-03,160.0,162.0,0.017,0.07,0.005,0.002,0.007,4.2,8.98,11.89,6.52,9.4,1.91,0.72,1.63
OR-26-03,162.0,164.0,0.027,0.06,0.007,0.002,0.013,3.7,8.78,10.13,5.82,6.74,1.91,0.89,1.74
OR-26-03,164.0,166.0,0.006,0.03,0.004,0.002,0.011,3.0,7.31,9.49,5.99,6.36,1.92,0.37,1.64
OR-26-03,166.0,168.0,0.014,0.07,0.008,0.002,0.017,3.2,8.74,11.52,7.07,8.49,1.86,0.92,1.62
OR-26-03,168.0,170.0,0.012,0.05,0.011,0.001,0.007,1.8,8.17,11.32,6.38,8.04,2.49,0.92,1.41
OR-26-03,170.0,172.0,0.028,0.07,0.005,0.001,0.009,2.1,8.85,9.64,6.89,9.84,2.18,0.91,1.64
OR-26-03,172.0,174.0,0.009,0.05,0.006,0.003,0.01,2.0,7.01,9.8,6.02,6.71,2.28,0.39,1.52
OR-26-03,174.0,176.0,0.01,0.05,0.006,0.01,0.036,2.5,8.39,9.59,7.9,8.61,2.35,0.34,1.23
OR-26-03,176.0,178.0,0.005,0.02,0.02,0.001,0.008,3.5,7.38,9.7,7.76,9.16,2.09,0.98,1.13
OR-26-03,178.0,180.0,0.006,0.03,0.008,0.001,0.01,5.3,8.53,9.8,5.84,6.85,2.65,0.79,1.12
OR-26-03,180.0,182.0,0.011,0.06,0.012,0.002,0.016,2.5,8.3,12.7,6.95,8.06,2.57,0.64,1.03
OR-26-03,182.0,184.0,0.012,0.04,0.006,0.002,0.006,2.5,7.25,11.06,7.23,9.12,2.19,0.42,1.77
OR-26-03,184.0,186.0,0.015,0.05,0.003,0.001,0.005,6.1,8.51,9.54,7.99,8.32,2.4,0.43,1.07
OR-26-03,186.0,188.0,0.024,0.11,0.004,0.006,0.021,3.4,7.84,11.67,7.6,6.31,2.31,0.86,1.09
OR-26-03,188.0,190.0,0.009,0.02,0.004,0.006,0.032,3.0,7.26,12.23,5.34,7.2,2.33,0.67,1.02
OR-26-03,190.0,192.0,0.003,0.02,0.003,0.001,0.005,4.6,8.08,10.43,7.93,8.83,2.4,0.48,1.35
OR-26-03,192.0,194.0,0.012,0.05,0.004,0.004,0.022,13.3,8.47,10.52,7.14,6.8,2.42,0.31,1.15
OR-26-03,194.0,196.0,0.007,0.03,0.005,0.003,0.02,1.4,10.82,6.06,1.77,2.7,2.45,2.38,0.83
OR-26-03,196.0,198.0,0.01,0.04,0.005,0.005,0.019,6.3,11.69,6.13,2.17,1.73,1.85,2.47,0.83
OR-26-03,198.0,200.0,0.008,0.03,0.015,0.003,0.012,3.1,11.77,5.87,2.54,2.65,1.2,2.69,0.52
OR-26-03,200.0,202.0,0.01,0.04,0.003,0.002,0.008,5.6,10.46,5.26,1.52,2.06,1.78,2.5,0.9
OR-26-03,202.0,204.0,0.004,0.02,0.011,0.001,0.011,3.3,11.87,6.79,2.11,2.49,1.16,3.13,0.71
OR-26-03,204.0,206.0,0.007,0.04,0.002,0.001,0.004,1.4,9.65,4.37,1.86,3.21,1.86,2.2,0.61
OR-26-03,206.0,208.0,0.018,0.11,0.005,0.003,0.015,6.0,9.94,6.01,2.92,1.15,1.73,2.21,0.8
OR-26-03,208.0,210.0,0.007,0.03,0.01,0.003,0.019,3.1,10.68,4.79,1.89,3.63,1.93,3.12,0.83
OR-26-03,210.0,212.0,0.01,0.04,0.004,0.004,0.018,7.8,9.99,6.98,2.58,1.96,2.14,3.27,0.56
OR-26-03,212.0,214.0,0.024,0.07,0.005,0.001,0.011,5.3,11.09,5.19,2.79,1.05,1.19,2.03,0.72
OR-26-03,214.0,216.0,0.011,0.05,0.007,0.007,0.025,5.1,10.57,6.35,1.59,2.62,1.85,3.08,0.64
OR-26-03,216.0,218.0,0.017,0.06,0.005,0.002,0.01,2.3,10.96,4.46,2.97,2.51,2.1,2.62,0.51
OR-26-03,218.0,220.0,0.008,0.02,0.006,0.002,0.008,1.7,9.81,5.69,2.53,2.55,2.13,2.93,0.53
OR-26-03,220.0,222.0,0.015,0.08,0.012,0.004,0.016,3.0,10.49,5.12,1.85,3.08,1.94,2.08,0.61
OR-26-03,222.0,224.0,0.021,0.07,0.007,0.001,0.007,3.1,11.02,6.66,1.61,1.08,1.17,2.46,0.55
OR-26-03,224.0,226.0,0.01,0.05,0.006,0.001,0.005,5.3,9.5,6.71,2.55,3.29,1.1,2.93,0.51
OR-26-03,226.0,228.0,0.036,0.12,0.006,0.003,0.01,2.9,9.93,6.17,2.97,2.41,2.28,2.6,0.67
OR-26-03,228.0,230.0,0.027,0.14,0.007,0.001,0.006,4.7,9.27,6.49,2.64,2.43,1.84,3.21,0.7
OR-26-03,230.0,232.0,0.011,0.05,0.009,0.004,0.016,0.9,8.88,12.11,6.14,7.41,2.23,0.72,1.03
OR-26-03,232.0,234.0,0.021,0.05,0.015,0.004,0.024,1.9,8.03,10.46,6.47,7.83,2.78,0.74,1.78
OR-26-03,234.0,236.0,0.019,0.1,0.005,0.002,0.014,4.4,8.56,10.97,6.93,9.99,2.08,0.3,1.72
OR-26-03,236.0,238.0,0.012,0.06,0.012,0.005,0.022,5.7,7.84,10.47,6.03,7.65,2.65,0.34,1.79
OR-26-03,238.0,240.0,0.022,0.1,0.003,0.004,0.019,2.3,8.7,11.57,6.34,8.56,1.99,0.3,1.29
OR-26-03,240.0,242.0,0.012,0.05,0.005,0.004,0.015,5.0,7.06,12.37,6.65,8.32,2.49,0.68,1.73
OR-26-03,242.0,244.0,0.014,0.08,0.016,0.002,0.009,2.6,7.07,9.43,5.8,8.12,2.74,0.42,1.23
OR-26-03,244.0,246.0,0.008,0.03,0.008,0.002,0.014,4.0,8.85,11.76,5.48,7.64,1.86,0.36,1.28
OR-26-03,246.0,248.0,0.023,0.1,0.007,0.003,0.011,2.4,8.36,12.86,6.03,7.73,2.2,0.45,1.28
OR-26-03,248.0,250.0,0.016,0.06,0.004,0.003,0.014,1.3,9.03,6.88,3.69,3.91,1.93,1.69,1.12
OR-26-03,250.0,252.0,0.018,0.07,0.004,0.003,0.01,2.2,7.16,8.76,4.54,5.4,2.44,1.54,0.76
OR-26-03,252.0,254.0,0.006,0.02,0.007,0.001,0.005,4.8,9.37,7.65,5.95,5.62,1.92,1.34,0.95
OR-26-03,254.0,256.0,0.008,0.04,0.01,0.002,0.011,3.1,9.56,8.23,5.22,5.22,2.31,1.71,0.63
OR-26-03,256.0,258.0,0.009,0.04,0.005,0.002,0.012,2.5,7.17,6.6,4.2,3.5,2.1,0.96,1.04
OR-26-03,258.0,260.0,0.02,0.05,0.011,0.001,0.01,2.9,9.55,7.52,3.77,3.09,1.77,0.94,1.16
OR-26-03,260.0,262.0,0.008,0.05,0.009,0.001,0.007,7.4,9.92,7.08,3.14,5.7,1.6,1.59,0.96
OR-26-03,262.0,264.0,0.003,0.02,0.005,0.002,0.02,7.5,7.58,6.38,3.2,4.63,1.64,1.65,0.85
OR-26-03,264.0,266.0,0.01,0.04,0.013,0.002,0.018,5.7,8.94,9.21,5.44,4.88,2.57,0.93,1.17
OR-26-03,266.0,268.0,0.013,0.03,0.008,0.004,0.019,3.5,7.91,9.57,5.17,4.71,2.73,1.68,1.05
OR-26-03,268.0,270.0,0.012,0.03,0.008,0.002,0.013,5.3,8.61,9.94,5.78,4.82,1.6,1.7,0.63
OR-26-03,270.0,272.0,0.003,0.02,0.013,0.003,0.01,4.1,8.12,8.82,4.1,3.5,2.09,0.94,0.88
OR-26-03,272.0,274.0,0.004,0.02,0.003,0.002,0.012,2.9,8.85,6.97,4.0,5.64,1.57,1.28,0.91
OR-26-03,274.0,276.0,0.01,0.04,0.022,0.001,0.008,2.2,9.26,8.02,5.54,5.99,2.24,0.84,0.68
OR-26-03,276.0,278.0,0.014,0.08,0.014,0.001,0.012,2.5,9.21,9.13,5.08,3.54,2.1,1.72,0.7
OR-26-03,278.0,280.0,0.007,0.04,0.006,0.003,0.013,4.8,7.46,9.06,5.1,4.69,2.47,1.75,0.75
OR-26-03,280.0,282.0,0.03,0.09,0.011,0.003,0.016,5.3,8.25,9.6,3.65,4.56,1.69,0.97,0.77
OR-26-03,282.0,284.0,0.004,0.02,0.004,0.002,0.013,1.3,8.13,8.69,5.61,5.49,2.75,1.77,0.84
OR-26-03,284.0,286.0,0.008,0.03,0.019,0.002,0.013,2.4,8.33,8.86,5.63,3.26,1.52,1.74,0.72
OR-26-03,286.0,288.0,0.019,0.06,0.003,0.001,0.012,4.7,8.21,7.67,5.13,3.85,1.96,1.3,0.74
OR-26-03,288.0,290.0,0.008,0.03,0.004,0.002,0.012,3.7,7.55,9.5,3.2,5.72,1.62,1.35,0.93
OR-26-03,290.0,292.0,0.009,0.05,0.006,0.003,0.016,1.8,8.7,9.65,3.48,4.03,2.4,1.71,0.88
OR-26-03,292.0,294.0,0.015,0.07,0.004,0.001,0.009,7.4,9.74,7.66,3.2,5.43,1.83,1.52,0.89
OR-26-03,294.0,296.0,0.01,0.03,0.01,0.006,0.061,2.7,7.16,9.48,3.45,4.74,1.85,1.18,0.88
OR-26-03,296.0,298.0,0.009,0.04,0.008,0.001,0.008,3.0,7.3,8.3,4.87,3.77,1.96,1.24,1.13
OR-26-03,298.0,300,0.019,0.04,0.003,0.002,0.01,4.1,8.25,9.42,3.79,4.59,1.95,1.35,0.83
OR-26-04,0.0,2.0,0.007,0.02,0.007,0.006,0.019,3.7,6.65,5.79,2.39,2.65,1.07,1.62,0.34
OR-26-04,2.0,4.0,0.029,0.13,0.003,0.003,0.011,7.9,7.52,5.09,1.77,2.91,1.41,1.67,0.43
OR-26-04,4.0,6.0,0.011,0.06,0.014,0.001,0.01,2.9,6.82,4.06,2.21,2.79,0.91,1.11,0.3
OR-26-04,6.0,8.0,0.021,0.08,0.004,0.002,0.011,5.0,7.95,3.28,1.59,1.21,0.79,1.21,0.31
OR-26-04,8.0,10.0,0.017,0.08,0.015,0.003,0.013,3.5,10.49,5.41,1.78,3.02,2.25,2.98,0.5
OR-26-04,10.0,12.0,0.007,0.02,0.007,0.001,0.012,4.3,10.8,5.57,2.58,1.34,2.46,3.12,0.85
OR-26-04,12.0,14.0,0.003,0.02,0.012,0.001,0.003,2.9,9.45,6.69,2.0,3.66,1.22,2.19,0.74
OR-26-04,14.0,16.0,0.007,0.02,0.014,0.001,0.013,3.6,11.15,5.64,2.9,3.45,1.98,3.24,0.7
OR-26-04,16.0,18.0,0.009,0.04,0.01,0.003,0.011,2.9,11.85,6.28,2.84,3.96,1.65,2.23,0.7
OR-26-04,18.0,20.0,0.011,0.06,0.005,0.004,0.016,2.2,10.41,4.74,2.73,3.82,2.39,2.24,0.51
OR-26-04,20.0,22.0,0.009,0.04,0.008,0.002,0.01,4.8,9.56,5.62,2.84,2.94,1.17,2.65,0.59
OR-26-04,22.0,24.0,0.019,0.07,0.011,0.002,0.008,2.1,10.26,6.49,2.34,3.18,1.86,3.05,0.66
OR-26-04,24.0,26.0,0.006,0.02,0.007,0.002,0.013,4.2,11.61,5.52,2.95,3.58,1.61,2.52,0.67
OR-26-04,26.0,28.0,0.019,0.09,0.007,0.002,0.011,3.9,9.31,5.7,2.89,1.73,2.16,2.38,0.79
OR-26-04,28.0,30.0,0.006,0.03,0.007,0.002,0.008,1.6,10.21,6.29,2.59,2.1,1.88,2.22,0.74
OR-26-04,30.0,32.0,0.014,0.07,0.011,0.003,0.013,4.0,11.08,6.28,2.52,1.65,2.45,3.36,0.67
OR-26-04,32.0,34.0,0.009,0.03,0.007,0.001,0.005,4.0,11.13,4.78,2.22,1.64,1.02,3.3,0.65
OR-26-04,34.0,36.0,0.008,0.02,0.004,0.002,0.018,1.1,10.64,5.11,2.57,1.66,1.91,2.63,0.56
OR-26-04,36.0,38.0,0.016,0.08,0.01,0.001,0.011,4.6,10.69,5.1,1.9,1.49,2.14,2.65,0.56
OR-26-04,38.0,40.0,0.017,0.05,0.003,0.003,0.018,1.9,11.61,4.86,2.85,3.5,2.38,2.21,0.67
OR-26-04,40.0,42.0,0.018,0.05,0.007,0.001,0.006,3.0,10.71,4.89,1.66,3.13,1.84,2.41,0.6
OR-26-04,42.0,44.0,0.008,0.02,0.006,0.001,0.007,3.0,10.64,5.78,2.44,3.66,1.91,3.16,0.55
OR-26-04,44.0,46.0,0.019,0.08,0.006,0.003,0.01,7.7,11.83,5.12,1.53,2.28,1.81,3.16,0.59
OR-26-04,46.0,48.0,0.012,0.05,0.009,0.001,0.005,13.1,9.6,4.14,2.31,2.05,1.59,2.59,0.85
OR-26-04,48.0,50.0,0.005,0.02,0.005,0.001,0.005,2.8,10.79,5.01,2.33,2.97,1.0,2.07,0.83
OR-26-04,50.0,52.0,0.007,0.04,0.003,0.006,0.019,5.9,11.31,6.75,1.82,2.17,2.16,2.86,0.87
OR-26-04,52.0,54.0,0.01,0.03,0.012,0.003,0.01,9.2,9.86,4.32,1.77,1.79,1.29,2.86,0.63
OR-26-04,54.0,56.0,0.004,0.02,0.007,0.004,0.021,2.2,9.5,4.68,2.18,2.63,2.49,2.5,0.5
OR-26-04,56.0,58.0,0.004,0.02,0.007,0.004,0.017,3.7,10.95,6.19,2.52,3.03,1.58,3.07,0.64
OR-26-04,58.0,60.0,0.008,0.03,0.005,0.001,0.008,9.3,10.65,5.2,2.32,3.44,1.78,2.77,0.64
OR-26-04,60.0,62.0,0.007,0.02,0.006,0.001,0.009,5.4,10.87,5.29,2.69,3.04,1.18,2.82,0.61
OR-26-04,62.0,64.0,0.017,0.05,0.004,0.002,0.01,2.7,9.65,4.01,1.9,2.86,2.34,2.15,0.61
OR-26-04,64.0,66.0,0.029,0.1,0.004,0.001,0.005,2.6,11.21,6.04,2.15,2.01,1.94,2.69,0.87
OR-26-04,66.0,68.0,0.012,0.06,0.007,0.005,0.016,2.2,11.92,6.44,2.33,1.91,1.27,2.62,0.67
OR-26-04,68.0,70.0,0.01,0.04,0.007,0.003,0.018,3.0,10.24,5.77,2.41,1.13,1.08,2.76,0.87
OR-26-04,70.0,72.0,0.016,0.05,0.003,0.002,0.016,1.5,9.54,6.2,3.77,5.17,2.53,1.25,0.95
OR-26-04,72.0,74.0,0.014,0.04,0.006,0.001,0.012,9.9,9.44,7.58,3.75,6.0,2.57,1.37,0.79
OR-26-04,74.0,76.0,0.01,0.02,0.017,0.002,0.008,1.2,8.47,7.71,3.6,6.84,3.0,1.61,0.66
OR-26-04,76.0,78.0,0.025,0.12,0.012,0.002,0.008,2.1,8.39,5.32,3.82,6.99,3.57,1.6,0.87
OR-26-04,78.0,80.0,0.016,0.07,0.004,0.002,0.009,2.3,9.75,7.35,3.86,6.34,2.75,1.59,0.92
OR-26-04,80.0,82.0,0.017,0.07,0.007,0.001,0.005,2.9,9.06,6.04,2.17,6.23,3.5,1.52,0.88
OR-26-04,82.0,84.0,0.033,0.17,0.013,0.003,0.027,3.7,9.46,6.02,2.75,4.82,3.55,1.77,0.65
OR-26-04,84.0,86.0,0.015,0.08,0.01,0.003,0.015,3.7,8.61,7.4,3.64,6.9,3.39,1.61,0.7
OR-26-04,86.0,88.0,0.02,0.12,0.01,0.002,0.009,2.9,8.11,6.49,3.8,4.83,3.47,1.91,0.83
OR-26-04,88.0,90.0,0.013,0.06,0.007,0.005,0.028,4.0,8.38,7.65,2.93,6.41,2.78,1.56,0.62
OR-26-04,90.0,92.0,0.024,0.09,0.006,0.001,0.005,1.7,8.91,7.96,2.77,5.21,3.76,1.87,0.73
OR-26-04,92.0,94.0,0.01,0.03,0.006,0.001,0.006,3.9,9.33,7.35,2.81,5.15,2.6,1.25,0.81
OR-26-04,94.0,96.0,0.016,0.09,0.012,0.002,0.012,2.0,8.97,6.31,3.13,4.35,3.11,1.35,0.58
OR-26-04,96.0,98.0,0.012,0.05,0.007,0.002,0.013,2.8,8.49,7.38,3.73,4.84,3.23,1.55,0.57
OR-26-04,98.0,100.0,0.019,0.11,0.005,0.004,0.015,1.1,8.11,5.26,3.74,5.55,3.09,2.17,0.89
OR-26-04,100.0,102.0,0.004,0.02,0.006,0.001,0.008,2.5,9.62,7.03,2.31,6.86,3.71,2.01,0.66
OR-26-04,102.0,104.0,0.029,0.06,0.005,0.006,0.023,0.6,8.0,7.4,2.18,5.5,3.07,1.09,0.82
OR-26-04,104.0,106.0,0.016,0.05,0.011,0.002,0.006,2.4,8.9,7.66,3.62,5.16,3.37,1.03,0.53
OR-26-04,106.0,108.0,0.008,0.02,0.004,0.003,0.013,2.2,8.22,6.87,2.0,6.77,2.77,1.67,0.59
OR-26-04,108.0,110.0,0.01,0.05,0.014,0.002,0.012,4.5,8.11,7.24,2.65,5.79,2.85,1.86,0.75
OR-26-04,110.0,112.0,0.008,0.02,0.004,0.004,0.013,2.8,9.21,5.27,3.01,6.25,3.53,1.88,0.84
OR-26-04,112.0,114.0,0.006,0.02,0.003,0.003,0.009,5.3,9.21,6.69,3.75,4.19,2.99,1.26,0.8
OR-26-04,114.0,116.0,0.003,0.02,0.009,0.001,0.007,4.5,9.61,5.22,3.83,6.59,2.53,1.19,0.96
OR-26-04,116.0,118.0,0.018,0.09,0.007,0.002,0.015,11.9,8.49,6.28,3.37,5.11,2.83,1.63,0.98
OR-26-04,118.0,120.0,0.006,0.02,0.005,0.002,0.006,7.1,9.8,7.07,2.15,6.7,2.86,2.17,0.57
OR-26-04,120.0,122.0,0.026,0.11,0.004,0.005,0.018,4.8,8.27,7.21,3.2,6.65,2.94,1.56,0.91
OR-26-04,122.0,124.0,0.007,0.04,0.009,0.002,0.01,4.1,8.85,7.99,2.0,5.03,2.69,1.2,0.64
OR-26-04,124.0,126.0,0.013,0.07,0.006,0.001,0.005,3.3,8.71,6.52,2.17,5.5,3.59,1.71,0.56
OR-26-04,126.0,128.0,0.013,0.03,0.005,0.001,0.004,2.9,8.67,7.46,3.37,4.23,3.41,1.17,0.74
OR-26-04,128.0,130.0,0.006,0.03,0.009,0.002,0.006,3.8,9.53,6.91,3.9,6.86,3.46,1.97,0.57
OR-26-04,130.0,132.0,0.005,0.02,0.006,0.003,0.013,2.3,9.31,6.9,3.23,4.18,3.66,1.85,0.95
OR-26-04,132.0,134.0,0.015,0.08,0.012,0.007,0.037,1.9,9.68,7.27,2.26,4.6,2.77,1.89,0.63
OR-26-04,134.0,136.0,0.022,0.06,0.006,0.001,0.01,6.3,9.75,7.72,3.72,6.18,3.24,1.61,0.86
OR-26-04,136.0,138.0,0.018,0.1,0.005,0.002,0.007,12.3,9.68,6.9,3.11,4.58,3.17,2.17,0.97
OR-26-04,138.0,140.0,0.006,0.02,0.01,0.003,0.015,3.7,9.51,5.2,3.35,4.77,3.74,1.39,0.83
OR-26-04,140.0,142.0,0.055,0.27,0.006,0.005,0.03,1.8,8.1,5.52,3.5,4.8,3.78,1.34,0.9
OR-26-04,142.0,144.0,0.022,0.1,0.015,0.001,0.008,6.8,8.56,6.58,2.07,6.37,3.51,1.37,0.51
OR-26-04,144.0,146.0,0.016,0.09,0.008,0.001,0.014,0.8,8.03,5.58,2.14,5.75,2.68,1.94,0.73
OR-26-04,146.0,148.0,0.006,0.02,0.012,0.003,0.013,2.3,9.45,7.48,2.28,4.52,2.78,1.92,0.84
OR-26-04,148.0,150.0,0.035,0.1,0.007,0.001,0.008,4.9,8.88,7.05,2.44,5.99,3.02,1.06,0.55
OR-26-04,150.0,152.0,0.027,0.13,0.017,0.002,0.013,2.5,8.22,6.18,2.58,5.69,3.58,1.32,0.95
OR-26-04,152.0,154.0,0.017,0.07,0.005,0.002,0.009,3.5,8.3,5.34,3.42,6.72,2.55,1.27,0.76
OR-26-04,154.0,156.0,0.182,1.82,0.036,0.007,0.046,20.9,9.14,6.04,3.86,6.34,3.8,1.36,0.74
OR-26-04,156.0,158.0,0.227,2.54,0.056,0.026,0.188,9.8,8.19,7.93,3.11,6.39,3.09,1.63,0.61
OR-26-04,158.0,160.0,1.042,9.44,0.029,0.018,0.072,12.0,9.55,6.05,3.25,4.91,2.65,1.94,0.89
OR-26-04,160.0,162.0,0.828,5.58,0.05,0.062,0.213,10.0,9.4,7.09,3.73,6.79,2.85,1.3,0.56
OR-26-04,162.0,164.0,2.17,52.82,0.45,0.022,0.099,62.5,5.6,4.14,1.36,1.13,0.26,1.83,0.35
OR-26-04,164.0,166.0,2.201,31.39,0.218,0.56,1.432,133.1,4.59,6.66,1.3,0.8,0.28,2.44,0.49
OR-26-04,166.0,168.0,1.322,13.37,0.443,0.088,0.304,125.6,6.58,3.62,1.78,0.77,0.65,2.49,0.28
OR-26-04,168.0,170.0,19.345,392.29,0.409,0.425,1.67,231.5,5.24,6.79,0.8,0.42,0.22,2.26,0.33
OR-26-04,170.0,172.0,2.071,17.81,0.237,0.068,0.145,239.0,4.06,3.24,1.36,1.3,0.33,1.83,0.43
OR-26-04,172.0,174.0,3.407,34.65,0.437,0.092,0.342,191.5,4.21,4.9,0.72,0.22,0.14,2.45,0.34
OR-26-04,174.0,176.0,13.613,335.72,1.312,0.149,0.889,123.6,4.49,5.56,1.89,0.52,0.8,2.84,0.26
OR-26-04,176.0,178.0,0.454,10.79,0.216,0.063,0.274,77.6,5.99,3.96,0.9,0.74,0.22,1.63,0.23
OR-26-04,178.0,180.0,0.68,15.72,0.461,0.111,0.422,48.5,4.99,3.41,1.42,0.46,0.46,3.23,0.35
OR-26-04,180.0,182.0,19.708,307.64,0.559,0.082,0.386,249.2,6.54,6.38,0.87,0.49,0.72,2.09,0.38
OR-26-04,182.0,184.0,12.202,185.72,0.609,0.679,1.386,61.7,4.82,6.98,1.91,0.66,0.44,3.56,0.44
OR-26-04,184.0,186.0,8.753,104.59,0.481,0.47,2.148,101.5,5.71,6.18,1.71,0.78,0.58,3.23,0.33
OR-26-04,186.0,188.0,3.605,82.87,1.057,0.45,1.005,46.1,4.77,6.21,1.57,0.21,0.18,1.85,0.38
OR-26-04,188.0,190.0,6.17,57.69,0.499,0.129,0.474,12.7,5.14,5.85,1.32,0.5,0.3,3.18,0.46
OR-26-04,190.0,192.0,1.899,21.3,0.212,0.53,2.637,73.8,4.84,5.3,1.25,0.42,0.29,3.74,0.39
OR-26-04,192.0,194.0,3.884,50.82,0.447,0.09,0.237,126.1,6.05,6.65,1.2,0.72,0.58,3.68,0.41
OR-26-04,194.0,196.0,8.541,166.05,0.234,0.165,0.347,28.6,4.2,3.04,0.59,0.64,0.27,3.65,0.33
OR-26-04,196.0,198.0,9.742,139.58,0.292,0.064,0.131,55.8,4.46,3.26,0.81,0.31,0.62,3.28,0.5
OR-26-04,198.0,200.0,5.546,51.83,0.178,0.223,0.737,85.9,6.54,3.02,1.03,0.29,0.49,1.91,0.3
OR-26-04,200.0,202.0,6.253,71.45,0.281,0.571,2.74,39.1,4.61,5.03,1.99,0.23,0.4,2.01,0.25
OR-26-04,202.0,204.0,54.374,869.21,0.48,0.189,0.401,308.6,4.44,6.16,0.68,0.37,0.18,2.4,0.32
OR-26-04,204.0,206.0,2.255,33.79,0.296,1.186,3.039,78.5,4.57,3.97,2.0,0.96,0.38,2.84,0.35
OR-26-04,206.0,208.0,0.213,1.98,0.031,0.003,0.031,15.1,7.03,9.61,6.5,7.9,2.1,0.34,1.26
OR-26-04,208.0,210.0,0.283,3.11,0.024,0.03,0.081,67.2,8.33,9.9,7.44,9.02,2.29,0.95,1.04
OR-26-04,210.0,212.0,0.98,10.22,0.076,0.009,0.082,14.9,8.86,11.03,7.57,7.09,2.26,0.47,1.47
OR-26-04,212.0,214.0,0.779,8.45,0.087,0.068,0.252,26.1,8.76,12.59,5.95,9.57,2.12,0.78,1.13
OR-26-04,214.0,216.0,0.014,0.08,0.008,0.002,0.02,3.2,9.0,9.4,6.91,8.17,1.93,0.95,1.46
OR-26-04,216.0,218.0,0.013,0.03,0.006,0.001,0.007,4.5,7.41,11.09,7.06,7.26,2.01,0.39,1.29
OR-26-04,218.0,220.0,0.006,0.02,0.004,0.002,0.009,0.8,8.77,11.85,6.2,9.36,2.74,0.43,1.53
OR-26-04,220.0,222.0,0.019,0.09,0.006,0.002,0.011,7.8,7.53,9.85,6.67,8.04,2.7,0.42,1.37
OR-26-04,222.0,224.0,0.01,0.03,0.005,0.002,0.008,8.0,7.69,9.14,6.55,7.38,1.92,0.63,1.49
OR-26-04,224.0,226.0,0.006,0.03,0.007,0.002,0.012,4.8,8.06,9.91,6.89,7.92,1.8,0.83,1.64
OR-26-04,226.0,228.0,0.016,0.05,0.009,0.002,0.009,8.5,7.31,9.82,6.91,6.52,2.69,0.95,1.5
OR-26-04,228.0,230.0,0.006,0.03,0.005,0.007,0.029,4.9,8.78,11.41,7.07,7.24,1.91,0.69,1.18
OR-26-04,230.0,232.0,0.02,0.06,0.007,0.001,0.007,3.3,7.63,11.69,6.33,9.28,2.48,0.48,1.66
OR-26-04,232.0,234.0,0.014,0.08,0.01,0.001,0.011,1.3,8.05,9.75,6.59,6.32,2.1,0.77,1.12
OR-26-04,234.0,236.0,0.011,0.06,0.004,0.002,0.013,1.8,8.87,12.16,5.98,9.24,1.81,0.68,1.31
OR-26-04,236.0,238.0,0.016,0.04,0.006,0.002,0.013,2.3,7.18,9.22,7.27,9.98,2.5,0.88,1.17
OR-26-04,238.0,240.0,0.02,0.11,0.005,0.002,0.011,10.0,8.97,11.62,6.05,7.88,2.39,0.71,1.73
OR-26-04,240.0,242.0,0.067,0.26,0.006,0.001,0.008,3.1,7.53,12.54,7.75,6.46,2.39,0.64,1.04
OR-26-04,242.0,244.0,0.007,0.03,0.007,0.002,0.014,9.5,8.78,11.47,6.56,9.0,2.25,0.79,1.3
OR-26-04,244.0,246.0,0.014,0.06,0.008,0.002,0.008,3.0,7.58,11.5,7.63,6.78,2.45,0.67,1.51
OR-26-04,246.0,248.0,0.015,0.03,0.005,0.012,0.051,4.2,8.59,9.52,7.66,7.96,2.25,0.78,1.43
OR-26-04,248.0,250.0,0.004,0.02,0.007,0.002,0.01,4.8,7.22,12.9,7.67,6.38,2.67,0.69,1.79
OR-26-04,250.0,252.0,0.01,0.02,0.007,0.005,0.017,1.4,8.43,12.73,6.73,7.44,2.06,0.46,1.08
OR-26-04,252.0,254.0,0.008,0.04,0.007,0.003,0.014,2.7,7.3,9.82,5.4,7.26,2.77,0.56,1.32
OR-26-04,254.0,256.0,0.015,0.04,0.011,0.002,0.008,7.5,8.42,10.85,5.61,7.26,2.14,0.48,1.63
OR-26-04,256.0,258.0,0.006,0.03,0.009,0.002,0.008,5.0,7.15,11.39,5.29,9.36,2.64,0.5,1.12
OR-26-04,258.0,260.0,0.012,0.03,0.008,0.001,0.01,3.5,8.82,12.62,7.18,8.05,2.45,0.53,1.38
OR-26-04,260.0,262.0,0.012,0.05,0.006,0.002,0.007,5.0,7.11,10.93,5.99,9.48,2.71,0.68,1.62
OR-26-04,262.0,264.0,0.018,0.07,0.007,0.001,0.005,3.7,7.67,9.48,5.8,9.77,2.64,0.97,1.4
OR-26-04,264.0,266.0,0.011,0.04,0.003,0.003,0.013,3.0,7.79,9.25,7.12,9.88,2.34,0.58,1.41
OR-26-04,266.0,268.0,0.014,0.05,0.002,0.001,0.006,0.9,7.86,9.67,6.39,9.75,1.82,0.79,1.43
OR-26-04,268.0,270.0,0.024,0.07,0.009,0.002,0.014,3.6,8.85,9.91,7.98,8.28,2.61,0.48,1.8
